Prénom,Nom,Adresse,Téléphone,Numéro d'étudiant,Adresse courriel,Mot de passe,Code permanent,Sexe,Date de naissance,Session d'études,Profil de formation de l'étudiant,Sigle du cours,Titre du cours,Note finale du cours,Nom du programme,Numéro du programme,Profil de formation du programme
Mathilde,Guay,"1403 St Germain St, Saint-Laurent, QC H4L 3S5",438-883-8836,27564387,guay.mathilde@univ.teluq.ca,GUAM38756982,GUAM16019186,Feminin,16-01-1991,Hiver 2021,Gestion des resources humaines et relations de travail,ADM 1404,Travail et société,B,Certificat en relations du travail,4099,Relations du travail
Mathilde,Guay,"1403 St Germain St, Saint-Laurent, QC H4L 3S5",438-883-8836,27564387,guay.mathilde@univ.teluq.ca,GUAM38756982,GUAM16019186,Feminin,16-01-1991,Hiver 2021,Gestion des resources humaines et relations de travail,RIN 1011,Dotation,C,Certificat en relations du travail,4099,Relations du travail
Mathilde,Guay,"1403 St Germain St, Saint-Laurent, QC H4L 3S5",438-883-8836,27564387,guay.mathilde@univ.teluq.ca,GUAM38756982,GUAM16019186,Feminin,16-01-1991,Hiver 2021,Gestion des resources humaines et relations de travail,RIN 1016,Gestion de la rémunération,A,Certificat en relations du travail,4099,Relations du travail
Jordan,Lemay,"1544 Rue Tassé, Saint-Laurent, QC H4L 1P9",514-923-7269,85746389,lemay.jordan@univ.teluq.ca,LEMJ97864538,LEMJ28099173,Masculin,28-09-1991,Automne 2021,Gestion des technologies de l'information,ADM 6046,Gestion de la sécurité des technologies de l'information,B,Programme court en gouvernance des technologies de l'information,589,Gouvernance des technologies de l'information
Jordan,Lemay,"1544 Rue Tassé, Saint-Laurent, QC H4L 1P9",514-923-7269,85746389,lemay.jordan@univ.teluq.ca,LEMJ97864538,LEMJ28099173,Masculin,28-09-1991,Automne 2021,Gestion des technologies de l'information,ADM 6010,Marketing en affaires électroniques,A,Programme court en gouvernance des technologies de l'information,589,Gouvernance des technologies de l'information
Jordan,Lemay,"1544 Rue Tassé, Saint-Laurent, QC H4L 1P9",514-923-7269,85746389,lemay.jordan@univ.teluq.ca,LEMJ97864538,LEMJ28099173,Masculin,28-09-1991,Automne 2021,Gestion des technologies de l'information,ADM 6020,Stratégies en affaires électroniques,A,Programme court en gouvernance des technologies de l'information,589,Gouvernance des technologies de l'information
Jordan,Lemay,"1544 Rue Tassé, Saint-Laurent, QC H4L 1P9",514-923-7269,85746389,lemay.jordan@univ.teluq.ca,LEMJ97864538,LEMJ28099173,Masculin,28-09-1991,Automne 2021,Gestion des technologies de l'information,ADM 6030,Gestion des risques en affaires électroniques,C,Programme court en gouvernance des technologies de l'information,589,Gouvernance des technologies de l'information
Laura,Goyer,"1575 Crevier St, Saint-Laurent, QC H4L 2X2",514-746-4879,37658476,goyer.laura@univ.teluq.ca,GOYL78197563,GOYL16039748,Feminin,16-03-1997,Hiver 2021,Lettres et langues,HIS 2002,Histoire culturelle du comique au Québec,B,Programme court en littérature populaire,114,Littérature populaire
Laura,Goyer,"1575 Crevier St, Saint-Laurent, QC H4L 2X2",514-746-4879,37658476,goyer.laura@univ.teluq.ca,GOYL78197563,GOYL16039748,Feminin,16-03-1997,Hiver 2021,Lettres et langues,LIT 4001,Littérature de masse,B,Programme court en littérature populaire,114,Littérature populaire
Laura,Goyer,"1575 Crevier St, Saint-Laurent, QC H4L 2X2",514-746-4879,37658476,goyer.laura@univ.teluq.ca,GOYL78197563,GOYL16039748,Feminin,16-03-1997,Hiver 2021,Lettres et langues,LIT 4003,Bandde dessinée et figuration narrative,C,Programme court en littérature populaire,114,Littérature populaire
Laura,Goyer,"1575 Crevier St, Saint-Laurent, QC H4L 2X2",514-746-4879,37658476,goyer.laura@univ.teluq.ca,GOYL78197563,GOYL16039748,Feminin,16-03-1997,Hiver 2021,Lettres et langues,LIT 4004,Littérature pour enfants,A,Programme court en littérature populaire,114,Littérature populaire
Justin,Bilodeau,"3545 Rue Mance, Saint-Hubert, QC J4T 0A8",438-771-1987,91648572,bilodeau.justin@univ.teluq.ca,BILJ26457246,BILJ27089057,Masculin,27-08-1990,Hiver 2021,Finance,ADM 7014,Approfondissement de la planification successorale,B,Certificat en planification financière (cheminement général),4731,Planification financière(cheminement général)
Justin,Bilodeau,"3545 Rue Mance, Saint-Hubert, QC J4T 0A8",438-771-1987,91648572,bilodeau.justin@univ.teluq.ca,BILJ26457246,BILJ27089057,Masculin,27-08-1990,Hiver 2021,Finance,ADM 7030,Activité d'intégration en planification financière,A,Certificat en planification financière (cheminement général),4731,Planification financière(cheminement général)
Justin,Bilodeau,"3545 Rue Mance, Saint-Hubert, QC J4T 0A8",438-771-1987,91648572,bilodeau.justin@univ.teluq.ca,BILJ26457246,BILJ27089057,Masculin,27-08-1990,Hiver 2021,Finance,DRT 1910,Aspects juridiques pour planificateurs financiers,C,Certificat en planification financière (cheminement général),4731,Planification financière(cheminement général)
Justin,Bilodeau,"3545 Rue Mance, Saint-Hubert, QC J4T 0A8",438-771-1987,91648572,bilodeau.justin@univ.teluq.ca,BILJ26457246,BILJ27089057,Masculin,27-08-1990,Hiver 2021,Finance,FIN 1932,Fonds d'inverstissement et produits financiers,B,Certificat en planification financière (cheminement général),4731,Planification financière(cheminement général)
Ludovic,Rousseau,"3559 Grand Boulevard, Saint-Hubert, QC J4T 2P1",438-771-9365,36486981,rousseau.ludovic@univ.teluq.ca,ROUL48736594,ROUL12089836,Masculin,12/8/1998,Automne 2021,Communication,COM 3000,Droits et enjeux de la communication,A,Baccalauréat en communication,7887,Communication
Ludovic,Rousseau,"3559 Grand Boulevard, Saint-Hubert, QC J4T 2P1",438-771-9365,36486981,rousseau.ludovic@univ.teluq.ca,ROUL48736594,ROUL12089836,Masculin,12/8/1998,Automne 2021,Communication,COM 3028,Éducation aux médias et littérature médiatique,C,Baccalauréat en communication,7887,Communication
Ludovic,Rousseau,"3559 Grand Boulevard, Saint-Hubert, QC J4T 2P1",438-771-9365,36486981,rousseau.ludovic@univ.teluq.ca,ROUL48736594,ROUL12089836,Masculin,12/8/1998,Automne 2021,Communication,COM 4001,Projet d'intégration,B,Baccalauréat en communication,7887,Communication
Ludovic,Rousseau,"3559 Grand Boulevard, Saint-Hubert, QC J4T 2P1",438-771-9365,36486981,rousseau.ludovic@univ.teluq.ca,ROUL48736594,ROUL12089836,Masculin,12/8/1998,Automne 2021,Communication,COM 5000,Communication organisationnelle,B,Baccalauréat en communication,7887,Communication
Eliane,Vachon,"3623 Rue Mackay, Saint-Hubert, QC J4T 2P3",579-826-9967,26548231,vachon.eliane@univ.teluq.ca,VACE69837465,VACE17109197,Feminin,17-10-1991,Été 2021,Comptabilité,SCO 6910,Module 1 en information financière,C,Certificat en préparation CPA,4445, Préparation CPA
Eliane,Vachon,"3623 Rue Mackay, Saint-Hubert, QC J4T 2P3",579-826-9967,26548231,vachon.eliane@univ.teluq.ca,VACE69837465,VACE17109197,Feminin,17-10-1991,Été 2021,Comptabilité,SCO 6911,Module 1 en  comptabilité de management,A,Certificat en préparation CPA,4445, Préparation CPA
Eliane,Vachon,"3623 Rue Mackay, Saint-Hubert, QC J4T 2P3",579-826-9967,26548231,vachon.eliane@univ.teluq.ca,VACE69837465,VACE17109197,Feminin,17-10-1991,Été 2021,Comptabilité,SCO 6918,Module 1 en fiscalité,C,Certificat en préparation CPA,4445, Préparation CPA
Eliane,Vachon,"3623 Rue Mackay, Saint-Hubert, QC J4T 2P3",579-826-9967,26548231,vachon.eliane@univ.teluq.ca,VACE69837465,VACE17109197,Feminin,17-10-1991,Été 2021,Comptabilité,SCO 6920,Module 2 en information financière,B,Certificat en préparation CPA,4445, Préparation CPA
Agathe,Audel,"687 Grande Allée, Saint-Hubert, QC J4T 2V4",579-688-2992,67584763,audel.agathe@univ.teluq.ca,AUDA86759837,AUDA28129129,Feminin,28-12-1991,Hiver 2021,Gestion des resources humaines et relations de travail,ADM 6510,Gestion des ressources humaines en contexte de projet,C,Programme court en gestion des ressources humaines en contexte de projet,767,Gestion des ressources humaines en contexte de projet
Agathe,Audel,"687 Grande Allée, Saint-Hubert, QC J4T 2V4",579-688-2992,67584763,audel.agathe@univ.teluq.ca,AUDA86759837,AUDA28129129,Feminin,28-12-1991,Hiver 2021,Gestion des resources humaines et relations de travail,ADM 6508,Management et transfert des connaissances,A,Programme court en gestion des ressources humaines en contexte de projet,767,Gestion des ressources humaines en contexte de projet
Agathe,Audel,"687 Grande Allée, Saint-Hubert, QC J4T 2V4",579-688-2992,67584763,audel.agathe@univ.teluq.ca,AUDA86759837,AUDA28129129,Feminin,28-12-1991,Hiver 2021,Gestion des resources humaines et relations de travail,ADM 6506,Gestion des conflits en contexte de projet,C,Programme court en gestion des ressources humaines en contexte de projet,767,Gestion des ressources humaines en contexte de projet
Agathe,Audel,"687 Grande Allée, Saint-Hubert, QC J4T 2V4",579-688-2992,67584763,audel.agathe@univ.teluq.ca,AUDA86759837,AUDA28129129,Feminin,28-12-1991,Hiver 2021,Gestion des resources humaines et relations de travail,ADM 6505,Activité de synthèse,B,Programme court en gestion des ressources humaines en contexte de projet,767,Gestion des ressources humaines en contexte de projet
Rayan,Larouche,"879 Rue Charles, Saint-Hubert, QC J4T 1L4",438-992-7762,46378352,larouche.rayan@univ.teluq.ca,LARR78937564,LARR19089641,Masculin,19-08-1996,Automne 2021,Communication,COM 5000,Communication organisationnelle,C,Certificat en communication organisationnelle,4379,Communication organisationnelle
Rayan,Larouche,"879 Rue Charles, Saint-Hubert, QC J4T 1L4",438-992-7762,46378352,larouche.rayan@univ.teluq.ca,LARR78937564,LARR19089641,Masculin,19-08-1996,Automne 2021,Communication,PSY 3010,Psychologie du travail et des organisations,A,Certificat en communication organisationnelle,4379,Communication organisationnelle
Rayan,Larouche,"879 Rue Charles, Saint-Hubert, QC J4T 1L4",438-992-7762,46378352,larouche.rayan@univ.teluq.ca,LARR78937564,LARR19089641,Masculin,19-08-1996,Automne 2021,Communication,COM 1013,Communication et structures organisationnelles,C,Certificat en communication organisationnelle,4379,Communication organisationnelle
Rayan,Larouche,"879 Rue Charles, Saint-Hubert, QC J4T 1L4",438-992-7762,46378352,larouche.rayan@univ.teluq.ca,LARR78937564,LARR19089641,Masculin,19-08-1996,Automne 2021,Communication,COM 5002,Culture organisationnelle,B,Certificat en communication organisationnelle,4379,Communication organisationnelle
Alexia,Leblanc,"148 Rue Aimé-Séguin, Laval, QC H7M 1B2",450-486-3997,58765894,leblanc.alexia@univ.teluq.ca,LEBA91623485,LEBA24029786,Feminin,24-02-1997,Hiver 2021,Lettres et langues,FRA 2100,Trajets interculturels en français 1,A,Programme court en français langue seconde,229,Français langue seconde
Alexia,Leblanc,"148 Rue Aimé-Séguin, Laval, QC H7M 1B2",450-486-3997,58765894,leblanc.alexia@univ.teluq.ca,LEBA91623485,LEBA24029786,Feminin,24-02-1997,Hiver 2021,Lettres et langues,FRA 2120,Compétences en frasnçais langue seconde 1,C,Programme court en français langue seconde,229,Français langue seconde
Alexia,Leblanc,"148 Rue Aimé-Séguin, Laval, QC H7M 1B2",450-486-3997,58765894,leblanc.alexia@univ.teluq.ca,LEBA91623485,LEBA24029786,Feminin,24-02-1997,Hiver 2021,Lettres et langues,FRA 2130,Trajets interculturels en français 2,B,Programme court en français langue seconde,229,Français langue seconde
Alexia,Leblanc,"148 Rue Aimé-Séguin, Laval, QC H7M 1B2",450-486-3997,58765894,leblanc.alexia@univ.teluq.ca,LEBA91623485,LEBA24029786,Feminin,24-02-1997,Hiver 2021,Lettres et langues,FRA 2140,Compétences en frasnçais langue seconde 2,B,Programme court en français langue seconde,229,Français langue seconde
Alexandre,Gagné,"258 Rue de Jerez, Laval, QC H7M 4B1",450-675-9448,71153436,gagne.alexandre@univ.teluq.ca,GAGA91758673,GAGA27059042,Masculin,27-05-1990,Été 2021,Communication,COM 3019,Analyse critique des médias socionumériques,A,Certificat en analyse des médias,4381,Analyse des médias
Alexandre,Gagné,"258 Rue de Jerez, Laval, QC H7M 4B1",450-675-9448,71153436,gagne.alexandre@univ.teluq.ca,GAGA91758673,GAGA27059042,Masculin,27-05-1990,Été 2021,Communication,COM 4020,Activité de synthèse ,A,Certificat en analyse des médias,4381,Analyse des médias
Alexandre,Gagné,"258 Rue de Jerez, Laval, QC H7M 4B1",450-675-9448,71153436,gagne.alexandre@univ.teluq.ca,GAGA91758673,GAGA27059042,Masculin,27-05-1990,Été 2021,Communication,COM 2005,Cadre politique et institutionnel de la communication,C,Certificat en analyse des médias,4381,Analyse des médias
Alexandre,Gagné,"258 Rue de Jerez, Laval, QC H7M 4B1",450-675-9448,71153436,gagne.alexandre@univ.teluq.ca,GAGA91758673,GAGA27059042,Masculin,27-05-1990,Été 2021,Communication,COM 3023,Déontologie et éthique de la production de l'information,B,Certificat en analyse des médias,4381,Analyse des médias
Leonard,Couture,"234 Bd Dagenais E, Laval, QC H7M 5W6",438-991-3548,84573938,couture.leonard@univ.teluq.ca,COUL74659872,COUL18088917,Masculin,18-08-1989,Automne 2022,Communication,ADM 1002,Initiation à la gestion,A,Baccalauréat en communication,7887,Communication
Leonard,Couture,"234 Bd Dagenais E, Laval, QC H7M 5W6",438-991-3548,84573938,couture.leonard@univ.teluq.ca,COUL74659872,COUL18088917,Masculin,18-08-1989,Automne 2022,Communication,ADM 1450,Initiation à la gestion de projets,A,Baccalauréat en communication,7887,Communication
Leonard,Couture,"234 Bd Dagenais E, Laval, QC H7M 5W6",438-991-3548,84573938,couture.leonard@univ.teluq.ca,COUL74659872,COUL18088917,Masculin,18-08-1989,Automne 2022,Communication,AVM 1001,Introduction aux arts médiatiques,B,Baccalauréat en communication,7887,Communication
Leonard,Couture,"234 Bd Dagenais E, Laval, QC H7M 5W6",438-991-3548,84573938,couture.leonard@univ.teluq.ca,COUL74659872,COUL18088917,Masculin,18-08-1989,Automne 2022,Communication,ECO 2011,Administration (économie) du Québec,B,Baccalauréat en communication,7887,Communication
Maya,Lemieux,"2047 Bd René-Laennec, Laval, QC H7M 4N3",450-967-7583,57648793,lemieux.maya@univ.teluq.ca,LEMM38756354,LEMM21089813,Feminin,21-08-1998,Hiver 2020,Pluridisciplinaire,ENV 1101,Introduction à la gestion des ressources naturelles,C,Baccalauréat des arts ,7695,Arts
Maya,Lemieux,"2047 Bd René-Laennec, Laval, QC H7M 4N3",450-967-7583,57648793,lemieux.maya@univ.teluq.ca,LEMM38756354,LEMM21089813,Feminin,21-08-1998,Hiver 2020,Pluridisciplinaire,FRA 3008,Écriture en communication,A,Baccalauréat des arts ,7695,Arts
Maya,Lemieux,"2047 Bd René-Laennec, Laval, QC H7M 4N3",450-967-7583,57648793,lemieux.maya@univ.teluq.ca,LEMM38756354,LEMM21089813,Feminin,21-08-1998,Hiver 2020,Pluridisciplinaire,PHI 2011,Épistémologie des sciences et des techniques,A,Baccalauréat des arts ,7695,Arts
Maya,Lemieux,"2047 Bd René-Laennec, Laval, QC H7M 4N3",450-967-7583,57648793,lemieux.maya@univ.teluq.ca,LEMM38756354,LEMM21089813,Feminin,21-08-1998,Hiver 2020,Pluridisciplinaire,PHI 2015,Pensée critique et argumentation,B,Baccalauréat des arts ,7695,Arts
Zachary,Dufour,"231 Rue de Cordoue, Laval, QC H7M 4P5",438-729-8279,76458765,dufour.zachary@univ.teluq.ca,DUFZ63874751,DUFZ19059976,Masculin,19-05-1999,Automne 2020,Gestion des resources humaines et relations de travail,ADM 6508,Management et transfert des connaissances,A,Diplôme d'études supérieures spécialisées en gestion des ressources humaines dans l'Administration (économie) du savoir,1658,Gestion des ressources humaines dans l'Administration (économie) du savoir
Zachary,Dufour,"231 Rue de Cordoue, Laval, QC H7M 4P5",438-729-8279,76458765,dufour.zachary@univ.teluq.ca,DUFZ63874751,DUFZ19059976,Masculin,19-05-1999,Automne 2020,Gestion des resources humaines et relations de travail,ADM 6525,Enjeux contemporains dans la gestion de carrières,C,Diplôme d'études supérieures spécialisées en gestion des ressources humaines dans l'Administration (économie) du savoir,1658,Gestion des ressources humaines dans l'Administration (économie) du savoir
Zachary,Dufour,"231 Rue de Cordoue, Laval, QC H7M 4P5",438-729-8279,76458765,dufour.zachary@univ.teluq.ca,DUFZ63874751,DUFZ19059976,Masculin,19-05-1999,Automne 2020,Gestion des resources humaines et relations de travail,ADM 6205,Gestion de projets et créativité,B,Diplôme d'études supérieures spécialisées en gestion des ressources humaines dans l'Administration (économie) du savoir,1658,Gestion des ressources humaines dans l'Administration (économie) du savoir
Zachary,Dufour,"231 Rue de Cordoue, Laval, QC H7M 4P5",438-729-8279,76458765,dufour.zachary@univ.teluq.ca,DUFZ63874751,DUFZ19059976,Masculin,19-05-1999,Automne 2020,Gestion des resources humaines et relations de travail,ADM 6216,Leadership et travail d'équipe,A,Diplôme d'études supérieures spécialisées en gestion des ressources humaines dans l'Administration (économie) du savoir,1658,Gestion des ressources humaines dans l'Administration (économie) du savoir
